KEY,Japanese
produce_prepare.rental_memory_consumption_confirm_sheet.title,レンタル確認
produce_prepare.rental_memory_consumption_confirm_sheet.description,本日のレンタル残り回数とマニーを消費します
produce_prepare.rental_memory_consumption_confirm_sheet.label.remain_count,レンタル回数
// プロデュースサポート選択Overlay
produce_prepare.support_select_overlay.lesson_support,レッスンサポート：
produce_prepare.support_select_overlay.label.other,その他
produce_prepare.support_select_overlay.label.invalid_support_card_id,サポート重複
produce_prepare.support_select_overlay.label.invalid_plan_type,プラン不一致
produce_prepare.support_select_overlay.toast.contains,編成中のサポートカードです
produce_prepare.support_select_overlay.toast.duplicate_character,重複するサポートカードは設定できません
produce_prepare.support_select_overlay.effect_tab.button.produce_resource,アイテム/スキルカード
produce_prepare.support_select_overlay.effect_tab.button.produce_effect,スキル/イベント	
produce_prepare.support_select_overlay.effect_tab.heading.current,選択中サポートカード
produce_prepare.support_select_overlay.effect_tab.heading.other,その他編成中サポートカード
produce_prepare.support_select_overlay.effect_tab.sub_heading.skill_card,スキルカード強化対象
produce_prepare.support_select_overlay.effect_tab.sub_heading.support_skill,サポートアビリティ
produce_prepare.support_select_overlay.effect_tab.sub_heading.event,イベント効果
produce_prepare.support_select_overlay.effect_tab.empty,対象がありません
// プロデュースメモリー選択リスト画面
produce_prepare.memory_select_list.tab.button.user_memory,所持メモリー
produce_prepare.memory_select_list.tab.button.rental_memory,レンタル
produce_prepare.memory_select_list.label.rental_count,本日残り{0}回
produce_prepare.memory_select_list.label.not_has_rental_count,レンタル回数が残っていません
produce_prepare.memory_select_list.label.other,その他
produce_prepare.memory_select_list.label.unlock_produce_card,獲得不可
produce_prepare.memory_select_list.label.no_deck_duplication_produce_card,所持制限
produce_prepare.memory_select_list.label.mismatch_produce_card,プラン不一致
produce_prepare.memory_select_list.label.rental_consumption,レンタル費用
produce_prepare.memory_select_list.label.empty_user_memory,メモリーを所持していません
produce_prepare.memory_select_list.label.empty_rental_memory,レンタルメモリーがありません
produce_prepare.memory_select_list.invalid_unlock_producer_level,発動しない効果があります
produce_prepare.memory_select_list.unlock_producer_level,解放PLv\n{0}
produce_prepare.memory_select_list.toast.memory_equipped,編成中のメモリーです
produce_prepare.memory_select_list.toast.rental_memory_contains,レンタルメモリーが編成済みです
produce_prepare.memory_select_list.toast.less_money,マニーが不足しています
// プロデュース選択の効果一覧Overlay
produce_prepare.effect_confirm_overlay.title,効果一覧
produce_prepare.effect_confirm_overlay.description,編成中のサポートカードとメモリーがプロデュース中に発揮する効果を一覧で表示します
produce_prepare.effect_confirm_overlay.tab.button.produce_resource,スキルカード/Pアイテム
produce_prepare.effect_confirm_overlay.tab.button.ability,アビリティ
produce_prepare.effect_confirm_overlay.tab.button.event,イベント
produce_prepare.effect_confirm_overlay.initial_produce_resource,プロデュース開始時から所持
produce_prepare.effect_confirm_overlay.playing_produce_resource,プロデュース中獲得
produce_prepare.effect_confirm_overlay.status,パラメータ上昇
produce_prepare.effect_confirm_overlay.playing_skill_effect, プロデュース中効果
produce_prepare.effect_confirm_overlay.ability_tab.upgrade_card,スキルカード強化
produce_prepare.effect_confirm_overlay.ability_tab.ability,アビリティ
produce_prepare.effect_confirm_overlay.ability_tab.empty,編成中のサポートカードとメモリーが持つアビリティがありません
produce_prepare.effect_confirm_overlay.event_empty, 編成中のサポートカードが持つイベントがありません
produce_prepare.effect_confirm_overlay.produce_card_empty,  編成中のスキルカードがありません。
produce_prepare.effect_confirm_overlay.unreleased,未解放
// プロデュース開始確認
produce_prepare.start.label.support_card,サポート
produce_prepare.start.label.memory,メモリー
produce_prepare.start.label.costume,衣装
produce_prepare.start.label.boost_item,獲得量上昇\nアイテム
produce_prepare.start.button.enter,プロデュース開始
// AP不足シート
produce_prepare.ap_less_sheet.title,AP不足
produce_prepare.ap_less_sheet.description_1,APが<color=#u:Negative>{0:N0}</color>不足しています
produce_prepare.ap_less_sheet.description_2,APを回復しますか？
produce_prepare.ap_less_sheet.execute,回復する
// AP回復アイテム選択シート
produce_prepare.ap_recovery_item_select_sheet.title,AP回復
// AP回復確認シート
produce_prepare.ap_recovery_confirm_sheet.title,使用数選択
produce_prepare.ap_recovery_confirm_sheet.description,APが{0:N0}不足しています。APを回復しますか？
produce_prepare.ap_recovery_item_consume.sheet.title,AP不足
produce_prepare.ap_recovery_item_consume.sheet.description,{0}を消費して、APを回復しますか？
produce_prepare.ap_recovery_item_consume.sheet.consume_count,使用数
produce_prepare.ap_recovery_item_consume.sheet.ap,AP

// プロデュース準備
produce.top.button.enter,次へ
produce.support_select.button.enter,次へ
produce.memory_select.button.enter,次へ
produce.memory_select.button.ability,メモリー効果一覧
produce.start.button.confirm,開始確認
produce.start.button.enter,開始
produce.prepare.toast.idol.empty,プロデュースするアイドルを選択してください
produce.prepare.toast.deck.empty,デッキを選択してください
produce.prepare.toast.memory.total.limit,メモリーが上限に達しています
produce.prepare.toast.memory.rental.limit,レンタル上限に達しています
produce.prepare.rental_count.label,本日残り回数
produce.prepare.rental_count.text,<color=#u:Negative>{0}</color>/{1}
produce.prepare.memory.rental.notice,※1回につき1つまでレンタル可能です
produce.prepare.resource.remove,外す
produce.prepare.copy,コピー
produce.prepare.clear,クリア
produce.prepare.auto,おまかせ
produce.prepare.true_end_condition, True End条件：{0}/{1}
produce.prepare.true_end_condition_complete, True End条件：達成

// プロデュースランキング
produce.ranking.title,ランキング
produce.ranking.top.cell.score.pt, {0:N0}Pt
produce.ranking.top.cell.score.unknown, -----
produce.ranking.top.produce.term, まで
produce.ranking.top.rank,{0:N0}<size=30>位</size>
produce.ranking.top.button.detail,TOP100
produce.ranking.top.no_data,ランキング情報がまだありません
produce.ranking.list.title,{0}ランキング
produce.ranking.list.cell.nohave,未所持
produce.ranking.list.subtitle.myscore,マイスコア
produce.ranking.list.subtitle.ranking,TOP100
produce.ranking.list.empty,対象のアイドルによる記録はありません
produce.ranking.list.history.button,詳細履歴
produce.ranking.list.cell.no_produce,未プロデュース
produce.ranking.list.cell.pt,{0:N0}<size=36>Pt</size>
produce.ranking.list.cell.ranking_empty,圏外
produce.ranking.sort.idol,アイドル
produce.ranking.sort.rarity,レアリティ
produce.ranking.sort.grade,評価ランク
produce.ranking.sort.score,スコア
produce.ranking.filter.unreleased,未所持
produce.ranking.filter.empty,表示できるアイドルはありません

// プロデュース履歴
produce.history.title,プロデュース履歴
produce.history.support_memory.title,編成サポートカード／メモリー
produce.history.support_memory.deck_info,編成詳細
produce.history.support_memory.support,サポートカード
produce.history.support_memory.memory,メモリー
produce.history.item.title,最終所持Pアイテム
produce.history.produce_card.title,最終所持スキルカード
produce.history.score,{0:N0}<size=38>Pt</size>
produce.history.label_text.idolcard,Pアイドル
produce.history.label_text.supportcard,サポート
produce.history.label_text.memory,メモリー
produce.history.deck.rental,レンタル
produce.history.deck.unset,未設定
produce.history.error.api, データ取得に失敗しました

// プロデューサーLv解放
producer.level.exp_label, まであと
producer.level.header_produce,プロデュースで以下が解放されます
producer.level.header_reward, 以下のアイテムを獲得します
producer.level.header_produce_complete,プロデュースで以下が解放されました
producer.level.header_reward_complete, 以下のアイテムを獲得しました
producer.level.header.max, 最大
producer.level.card_upgrade_name, スキルカード強化
producer.level.card_upgrade_description, 相談でスキルカードの強化が可能になります
producer.level.card_delete_name, スキルカード削除
producer.level.card_delete_description, 相談でスキルカードの削除が可能になります
producer.level.rerole_name, スキルカード再抽選
producer.level.rerole_description, スキルカードの再抽選可能回数が{0}回増加します
producer.level.next, 次の目標
producer.level.max, PLv最大
producer.level.lock,未解放
producer.level.reward,プロデューサーLv報酬
producer.level.reward.title, PLvアップ報酬
producer.level.lock_toast,PLv{0}で解放されます
producer.level.additional_reward, 新たに追加されたPLv解放報酬のうち\nすでに達成済みのものをまとめて獲得しました。
